,0,1,2,3,4,5
0,1.0,0.007090900093317032,0.0032222000882029533,0.00040740007534623146,0.02259709988720715,0.006411500042304397
1,21.0,0.021171699976548553,0.06803239998407662,0.00729390000924468,0.06368990009650588,0.14369069994427264
2,41.0,0.04099439992569387,0.1341325999237597,0.014127499889582396,0.11473640007898211,0.2800980000756681
3,61.0,0.05886950017884374,0.2013709000311792,0.021552700083702803,0.1694714999757707,0.42336049978621304
4,81.0,0.07150679989717901,0.2638752998318523,0.028505600057542324,0.20825079991482198,0.5656443000771105
5,101.0,0.09095230000093579,0.3427885000128299,0.027256099972873926,0.26819410012103617,0.7142515999730676
6,121.0,0.09958750009536743,0.41491149994544685,0.02336340001784265,0.3119526000227779,0.8383303999435157
7,141.0,0.10756899998523295,0.47753549995832145,0.02841569995507598,0.4192399999592453,1.1816271001007408
8,161.0,0.1398635001387447,0.5299301999621093,0.03127870010212064,0.49038339988328516,1.151548899943009
9,181.0,0.173800699878484,0.6148912999778986,0.034465800039470196,0.5321305000688881,1.260800699936226
10,201.0,0.15969359991140664,0.7019286002032459,0.03796699992381036,0.5878711999394,1.4439021002035588
11,221.0,0.19263039994984865,0.7586857001297176,0.04239340010099113,0.6699469999875873,1.6089665000326931
12,241.0,0.20225719991140068,0.8223182000219822,0.05206479993648827,0.5413210999686271,1.78699960000813
13,261.0,0.22498679999262094,0.8936673998832703,0.0484589000698179,0.6333574000746012,1.9727744997944683
14,281.0,0.22450139978900552,0.9475980000570416,0.05301030003465712,0.6567756000440568,2.1353410000447184
15,301.0,0.24771969998255372,1.0371739999391139,0.056061499984934926,0.8794809998944402,2.390859100036323
16,321.0,0.32117670006118715,1.0705734000075608,0.06008390011265874,0.9424304000567645,2.410402299836278
17,341.0,0.30379150016233325,1.134463299997151,0.06170320021919906,0.9633000998292118,2.495449500158429
18,361.0,0.33524099993519485,1.223756100051105,0.06427629990503192,0.9505668000783771,2.6044061998836696
19,381.0,0.3605472999624908,1.4076877001207322,0.06756430002860725,1.042482800083235,2.7300840001553297
20,401.0,0.37269599991850555,1.3969030000735074,0.0709774000570178,1.1238546001259238,2.8655600999481976
21,421.0,0.38241580012254417,1.413106600055471,0.07466260017827153,1.0450253998860717,3.39909390010871
22,441.0,0.3829451999627054,1.5037143998779356,0.07919050008058548,1.0732992000412196,3.0697357000317425
23,461.0,0.39137820014730096,1.5842373999767005,0.08399840001948178,1.1752014998346567,3.3111378999892622
24,481.0,0.41089880000799894,1.642164699966088,0.08603349979966879,1.159035700140521,3.453175000147894
25,501.0,0.4443360997829586,1.735015399986878,0.08931139996275306,1.2230612998828292,3.5244606998749077
26,521.0,0.44135050009936094,1.8092459000181407,0.09382149996235967,1.3197359000332654,3.6992780999280512
27,541.0,0.4574345999862999,1.8265245999209583,0.0958366000559181,1.2698021999094635,4.251808200031519
28,561.0,0.43671540007926524,1.8993402998894453,0.09686319995671511,1.2364837999921292,4.014472000068054
29,581.0,0.4516672999598086,1.9994454998522997,0.1029252998996526,1.4214278000872582,4.187912099994719
30,601.0,0.4805861001368612,2.088777899974957,0.10563419992104173,1.491613799938932,4.541541500017047
31,621.0,0.4882093998603523,2.1179199998732656,0.10597559995949268,1.7552096999716014,4.47362169995904
32,641.0,0.5157633000053465,2.2166279999073595,0.11034430004656315,1.67754409997724,4.4963664000388235
33,661.0,0.5647962999064475,2.3538724998943508,0.1177916000597179,1.4884414998814464,4.6223178000655025
34,681.0,0.5047825998626649,2.38307369989343,0.12072879984043539,1.5344137998763472,4.876600600080565
35,701.0,0.5304750001523644,2.5105508000124246,0.12160919979214668,1.6225132001563907,5.062093599932268
36,721.0,0.5318048000335693,2.6365233999677002,0.12728390004485846,1.683200699975714,5.0137589001096785
37,741.0,0.5982387000694871,2.5876178999897093,0.13185530016198754,1.751803999999538,5.137030400102958
38,761.0,0.597795199835673,2.65061130002141,0.13795530004426837,1.6619443998206407,5.21467119990848
39,781.0,0.5628871000371873,2.6855254999827594,0.13932069996371865,1.8563433000817895,5.343249100027606
40,801.0,0.6348249001894146,2.733222900191322,0.1437316001392901,1.911577699938789,5.509500900050625
41,821.0,0.6586002002004534,2.771381099941209,0.14717280003242195,1.9616036999505013,5.639856199966744
42,841.0,0.6228944999165833,2.8668130000587553,0.15005899989046156,1.8222070999909192,5.816696400055662
43,861.0,0.6376038000453264,2.9148671999573708,0.15283649996854365,2.226306000025943,6.051262900000438
44,881.0,0.6507999000605196,3.003213800024241,0.15541550004854798,2.1348464000038803,6.20695129991509
45,901.0,0.6542668999172747,3.003065099939704,0.15929040010087192,2.2096047999802977,6.327567799948156
46,921.0,0.6929373000748456,3.1145585000049323,0.16247009998187423,2.3047719998285174,6.488719000015408
47,941.0,0.6763878001365811,3.1376500001642853,0.1650333001744002,2.11630029999651,6.633377099875361
48,961.0,0.7237754000816494,3.2358535998500884,0.16909320000559092,2.2103508000727743,6.7476064001675695
49,981.0,0.7168552000075579,3.2925769998691976,0.17203349992632866,2.1568467998877168,6.785563400015235
